73.055103,18.419980,99.36,46.66,2024-09-07 00:03:37,V001
73.055559,18.419432,99.34,48.36,2024-09-07 00:05:05,V001
73.056258,18.421241,99.30,49.50,2024-09-07 00:06:59,V001
73.057583,18.420577,99.27,51.37,2024-09-07 00:08:43,V001
73.058076,18.420809,99.25,49.57,2024-09-07 00:10:14,V001
73.058069,18.422812,99.24,51.42,2024-09-07 00:10:54,V001
73.059225,18.421663,99.22,52.86,2024-09-07 00:12:15,V001
73.058220,18.423726,99.20,53.24,2024-09-07 00:14:04,V001
73.058603,18.423679,99.17,52.51,2024-09-07 00:15:07,V001
73.059306,18.424217,99.15,52.09,2024-09-07 00:17:02,V001
73.060647,18.424118,99.10,53.83,2024-09-07 00:17:33,V001
73.060732,18.425620,99.05,52.13,2024-09-07 00:18:30,V001
73.061285,18.424308,99.03,50.40,2024-09-07 00:19:31,V001
73.061471,18.424778,98.99,51.22,2024-09-07 00:21:19,V001
73.063158,18.426496,98.96,51.89,2024-09-07 00:22:59,V001
73.062248,18.426628,98.91,50.42,2024-09-07 00:23:43,V001
73.063887,18.427206,98.89,49.55,2024-09-07 00:24:39,V001
73.064002,18.426547,98.86,48.61,2024-09-07 00:26:11,V001
73.063527,18.428376,98.84,49.14,2024-09-07 00:27:16,V001
73.063572,18.427646,98.83,51.06,2024-09-07 00:28:06,V001
73.065424,18.428502,98.80,49.10,2024-09-07 00:28:45,V001
73.066291,18.429200,98.79,47.25,2024-09-07 00:30:02,V001
73.066024,18.428534,98.77,46.48,2024-09-07 00:30:37,V001
73.067116,18.429077,98.75,44.89,2024-09-07 00:32:18,V001
73.067545,18.429889,98.72,43.51,2024-09-07 00:33:18,V001
73.067964,18.431449,98.67,45.03,2024-09-07 00:33:51,V001
73.067052,18.431765,98.63,44.68,2024-09-07 00:35:46,V001
73.068880,18.431957,98.61,45.83,2024-09-07 00:36:29,V001
73.068376,18.430832,98.58,44.63,2024-09-07 00:37:57,V001
73.068768,18.432815,98.54,43.52,2024-09-07 00:39:51,V001
73.068914,18.432250,98.49,45.39,2024-09-07 00:40:56,V001
73.069689,18.433032,98.46,46.76,2024-09-07 00:42:08,V001
73.071323,18.432663,98.41,45.48,2024-09-07 00:43:11,V001
73.069980,18.434045,98.38,46.62,2024-09-07 00:44:36,V001
73.071574,18.434295,98.36,46.93,2024-09-07 00:45:38,V001
73.070909,18.434563,98.33,48.16,2024-09-07 00:47:35,V001
73.072718,18.435595,98.29,47.61,2024-09-07 00:48:13,V001
73.073635,18.436372,98.26,48.27,2024-09-07 00:48:58,V001
73.073636,18.435550,98.23,47.90,2024-09-07 00:50:19,V001
73.074049,18.436478,98.22,48.56,2024-09-07 00:51:37,V001
73.074468,18.437594,98.18,47.76,2024-09-07 00:53:17,V001
73.075239,18.436816,98.16,48.91,2024-09-07 00:55:04,V001
73.075340,18.437558,98.14,47.76,2024-09-07 00:56:34,V001
73.076076,18.438967,98.10,48.40,2024-09-07 00:57:40,V001
73.075978,18.438733,98.07,49.67,2024-09-07 00:58:40,V001
73.076752,18.438336,98.05,47.77,2024-09-07 00:59:41,V001
73.077833,18.439528,98.01,47.59,2024-09-07 01:01:31,V001
73.077475,18.440162,97.99,47.19,2024-09-07 01:02:19,V001
73.078094,18.439156,97.95,48.27,2024-09-07 01:03:02,V001
73.078797,18.440002,97.91,49.05,2024-09-07 01:04:31,V001
73.077799,18.440482,97.86,48.88,2024-09-07 01:06:00,V001
73.079493,18.442379,97.83,50.68,2024-09-07 01:07:26,V001
73.079841,18.442261,97.80,52.00,2024-09-07 01:09:06,V001
73.079966,18.441561,97.75,51.80,2024-09-07 01:10:07,V001
73.081213,18.442217,97.71,51.74,2024-09-07 01:11:07,V001
73.080541,18.442236,97.69,50.83,2024-09-07 01:12:17,V001
73.082236,18.442662,97.67,50.36,2024-09-07 01:13:06,V001
73.082322,18.443049,97.65,50.53,2024-09-07 01:14:29,V001
73.081492,18.445006,97.62,51.61,2024-09-07 01:16:28,V001
73.081865,18.445521,97.59,51.52,2024-09-07 01:17:43,V001
73.082882,18.444959,97.54,52.86,2024-09-07 01:19:21,V001
73.084238,18.445691,97.51,51.74,2024-09-07 01:20:19,V001
73.083748,18.445989,97.48,52.42,2024-09-07 01:21:40,V001
73.085109,18.447118,97.44,54.34,2024-09-07 01:23:18,V001
73.084173,18.446645,97.41,52.45,2024-09-07 01:25:10,V001
73.085435,18.448010,97.39,51.49,2024-09-07 01:26:21,V001
73.085459,18.447350,97.35,51.00,2024-09-07 01:27:44,V001
73.085999,18.447279,97.34,51.16,2024-09-07 01:28:58,V001
73.086402,18.447672,97.29,49.32,2024-09-07 01:29:31,V001
73.088311,18.448353,97.28,47.93,2024-09-07 01:30:17,V001
73.087817,18.448603,97.23,47.79,2024-09-07 01:31:19,V001
73.088863,18.449129,97.20,48.78,2024-09-07 01:32:03,V001
73.089343,18.449541,97.17,49.10,2024-09-07 01:33:12,V001
73.089398,18.451449,97.15,50.87,2024-09-07 01:34:07,V001
73.088857,18.451433,97.11,49.27,2024-09-07 01:35:15,V001
73.090864,18.451672,97.10,51.21,2024-09-07 01:35:50,V001
73.090316,18.451748,97.07,51.23,2024-09-07 01:37:03,V001
73.090106,18.452151,97.04,50.97,2024-09-07 01:38:19,V001
73.091810,18.453387,97.01,50.71,2024-09-07 01:39:55,V001
73.092928,18.452690,96.96,50.86,2024-09-07 01:41:26,V001
73.092386,18.454221,96.93,50.15,2024-09-07 01:42:27,V001
73.093576,18.453162,96.88,49.13,2024-09-07 01:43:56,V001
73.093513,18.454744,96.86,49.10,2024-09-07 01:45:07,V001
73.093195,18.454252,96.82,48.46,2024-09-07 01:46:53,V001
73.094693,18.454800,96.81,50.26,2024-09-07 01:47:33,V001
73.094231,18.455479,96.78,49.22,2024-09-07 01:49:03,V001
73.095499,18.456068,96.73,47.59,2024-09-07 01:50:01,V001
73.095475,18.455992,96.70,47.07,2024-09-07 01:51:41,V001
73.096186,18.456776,96.66,46.39,2024-09-07 01:53:40,V001
73.096490,18.456958,96.64,47.27,2024-09-07 01:54:50,V001
73.096281,18.457836,96.60,46.01,2024-09-07 01:55:47,V001
73.097977,18.457737,96.56,47.06,2024-09-07 01:57:33,V001
73.097525,18.457804,96.55,45.97,2024-09-07 01:58:25,V001
73.098022,18.459439,96.53,44.15,2024-09-07 01:59:01,V001
73.098983,18.459837,96.52,45.62,2024-09-07 02:00:33,V001
73.098540,18.458886,96.50,45.54,2024-09-07 02:01:46,V001
73.099162,18.459384,96.45,45.45,2024-09-07 02:02:24,V001
73.100053,18.459849,96.41,43.66,2024-09-07 02:03:13,V001
73.101332,18.462018,96.40,42.65,2024-09-07 02:04:54,V001
73.101698,18.461752,96.36,41.56,2024-09-07 02:06:30,V001
73.101388,18.462776,96.34,41.91,2024-09-07 02:07:54,V001
73.101697,18.462621,96.30,42.87,2024-09-07 02:08:50,V001
73.102795,18.462327,96.29,41.83,2024-09-07 02:10:30,V001
73.102153,18.462223,96.26,42.21,2024-09-07 02:11:37,V001
73.102527,18.463213,96.24,43.64,2024-09-07 02:12:16,V001
73.104295,18.464905,96.20,44.15,2024-09-07 02:14:10,V001
73.104986,18.463872,96.18,43.04,2024-09-07 02:14:59,V001
73.105654,18.465549,96.17,41.71,2024-09-07 02:16:08,V001
73.105486,18.465964,96.12,41.46,2024-09-07 02:17:37,V001
73.106132,18.466134,96.08,41.47,2024-09-07 02:19:10,V001
73.106088,18.466350,96.03,42.40,2024-09-07 02:20:57,V001
73.106172,18.465756,95.98,43.75,2024-09-07 02:22:40,V001
73.107304,18.466035,95.94,45.03,2024-09-07 02:24:23,V001
73.106669,18.467925,95.91,45.64,2024-09-07 02:25:28,V001
73.107410,18.468003,95.88,45.61,2024-09-07 02:26:09,V001
73.108446,18.468068,95.85,44.03,2024-09-07 02:26:59,V001
73.108624,18.469059,95.83,45.81,2024-09-07 02:28:39,V001
73.108496,18.468267,95.81,44.27,2024-09-07 02:30:00,V001
73.110611,18.470160,95.80,45.75,2024-09-07 02:31:29,V001
73.110166,18.469305,95.78,46.77,2024-09-07 02:33:19,V001
73.110683,18.469452,95.76,45.30,2024-09-07 02:34:25,V001
73.111133,18.471165,95.74,47.19,2024-09-07 02:36:12,V001
73.112314,18.471608,95.72,45.24,2024-09-07 02:37:34,V001
73.111361,18.472592,95.67,45.09,2024-09-07 02:38:19,V001
73.112928,18.471335,95.63,44.26,2024-09-07 02:40:19,V001
73.112638,18.473116,95.58,43.23,2024-09-07 02:41:59,V001
73.112839,18.472248,95.54,44.22,2024-09-07 02:42:46,V001
73.114737,18.472838,95.50,43.88,2024-09-07 02:44:20,V001
73.114001,18.472710,95.46,45.23,2024-09-07 02:46:04,V001
73.115923,18.474104,95.45,45.38,2024-09-07 02:47:18,V001
73.115049,18.475070,95.42,47.11,2024-09-07 02:48:12,V001
73.116804,18.474441,95.40,48.54,2024-09-07 02:49:34,V001
