V019,2024-09-07 00:09:57,18.651787,73.151118,81.30,47.17
V019,2024-09-07 00:11:22,18.651634,73.151071,81.30,46.39
V019,2024-09-07 00:13:07,18.652109,73.151266,81.28,45.17
V019,2024-09-07 00:13:58,18.652781,73.152393,81.25,45.31
V019,2024-09-07 00:14:34,18.653093,73.153219,81.22,44.45
V019,2024-09-07 00:16:33,18.654182,73.154257,81.18,44.43
V019,2024-09-07 00:17:22,18.654277,73.154791,81.15,43.70
V019,2024-09-07 00:18:27,18.655253,73.155391,81.10,44.16
V019,2024-09-07 00:20:02,18.656007,73.155839,81.06,44.65
V019,2024-09-07 00:20:54,18.656729,73.156254,81.03,44.12
V019,2024-09-07 00:21:53,18.657242,73.157228,80.99,44.03
V019,2024-09-07 00:22:58,18.657989,73.157667,80.97,42.83
V019,2024-09-07 00:24:35,18.657983,73.158762,80.95,41.81
V019,2024-09-07 00:26:18,18.658152,73.159736,80.92,41.94
V019,2024-09-07 00:28:08,18.658391,73.160642,80.90,41.28
V019,2024-09-07 00:29:13,18.658831,73.161577,80.86,42.33
V019,2024-09-07 00:30:39,18.659980,73.162519,80.84,41.69
V019,2024-09-07 00:31:40,18.660934,73.162992,80.82,42.55
V019,2024-09-07 00:33:14,18.661188,73.163494,80.79,43.08
V019,2024-09-07 00:34:09,18.661628,73.163678,80.77,43.22
V019,2024-09-07 00:35:55,18.662569,73.164130,80.75,43.67
V019,2024-09-07 00:37:39,18.663357,73.164919,80.73,43.35
V019,2024-09-07 00:38:11,18.663862,73.165598,80.71,42.56
V019,2024-09-07 00:40:08,18.664641,73.166946,80.69,42.35
V019,2024-09-07 00:40:43,18.664356,73.168228,80.67,42.83
V019,2024-09-07 00:41:28,18.664758,73.169297,80.65,43.44
V019,2024-09-07 00:43:07,18.664762,73.170230,80.62,44.77
V019,2024-09-07 00:44:49,18.665327,73.170835,80.59,44.59
V019,2024-09-07 00:45:20,18.666632,73.170821,80.56,44.56
V019,2024-09-07 00:46:43,18.667100,73.171554,80.52,43.88
V019,2024-09-07 00:47:18,18.668340,73.172480,80.49,44.17
V019,2024-09-07 00:48:53,18.668702,73.173147,80.45,43.46
V019,2024-09-07 00:49:55,18.669079,73.174254,80.43,43.46
V019,2024-09-07 00:50:50,18.669030,73.174477,80.39,42.91
V019,2024-09-07 00:52:13,18.669816,73.175566,80.36,42.33
V019,2024-09-07 00:53:07,18.670184,73.175910,80.33,41.28
V019,2024-09-07 00:53:52,18.670733,73.176463,80.31,41.44
V019,2024-09-07 00:55:47,18.671865,73.176889,80.29,42.06
V019,2024-09-07 00:57:46,18.672608,73.177556,80.27,43.04
V019,2024-09-07 00:59:21,18.673332,73.178489,80.25,43.50
V019,2024-09-07 01:01:07,18.674015,73.179666,80.22,43.66
V019,2024-09-07 01:01:55,18.674291,73.180974,80.19,44.53
V019,2024-09-07 01:03:49,18.674919,73.181724,80.15,45.38
V019,2024-09-07 01:05:02,18.675311,73.182432,80.11,45.42
V019,2024-09-07 01:06:08,18.676098,73.183207,80.08,46.25
V019,2024-09-07 01:06:45,18.676816,73.184177,80.06,46.15
V019,2024-09-07 01:07:19,18.676773,73.184513,80.04,47.38
V019,2024-09-07 01:09:14,18.677001,73.185482,80.02,48.36
V019,2024-09-07 01:10:31,18.677349,73.185879,80.00,49.58
V019,2024-09-07 01:12:27,18.678356,73.187041,79.97,50.51
V019,2024-09-07 01:13:31,18.678727,73.187218,79.95,51.10
V019,2024-09-07 01:14:26,18.679851,73.188286,79.91,51.04
V019,2024-09-07 01:15:30,18.679780,73.188600,79.88,50.91
V019,2024-09-07 01:16:08,18.680975,73.189423,79.84,50.72
V019,2024-09-07 01:17:14,18.681494,73.190042,79.82,50.05
V019,2024-09-07 01:19:03,18.682005,73.190762,79.79,49.88
V019,2024-09-07 01:20:24,18.682128,73.192043,79.77,49.31
V019,2024-09-07 01:21:44,18.682394,73.192710,79.73,49.38
V019,2024-09-07 01:22:15,18.682961,73.193274,79.70,50.14
V019,2024-09-07 01:24:00,18.684115,73.193863,79.68,50.37
V019,2024-09-07 01:25:06,18.684278,73.195071,79.66,51.53
V019,2024-09-07 01:26:01,18.685139,73.195225,79.64,51.92
V019,2024-09-07 01:27:09,18.685761,73.195965,79.60,53.03
V019,2024-09-07 01:28:36,18.686615,73.196869,79.58,54.01
V019,2024-09-07 01:30:33,18.686608,73.197767,79.54,54.09
V019,2024-09-07 01:32:06,18.686629,73.199008,79.51,54.59
V019,2024-09-07 01:32:51,18.687542,73.199854,79.47,53.83
V019,2024-09-07 01:34:32,18.688301,73.199925,79.43,54.54
V019,2024-09-07 01:35:37,18.688626,73.200460,79.40,55.53
V019,2024-09-07 01:37:05,18.688863,73.201333,79.36,56.43
V019,2024-09-07 01:37:41,18.689804,73.201929,79.33,57.26
V019,2024-09-07 01:39:37,18.690047,73.202517,79.28,58.18
V019,2024-09-07 01:40:25,18.690940,73.202862,79.24,59.48
V019,2024-09-07 01:41:46,18.691248,73.203687,79.21,60.38
V019,2024-09-07 01:42:51,18.691885,73.204947,79.18,59.84
V019,2024-09-07 01:44:50,18.692612,73.206249,79.16,59.95
V019,2024-09-07 01:45:23,18.692769,73.206785,79.14,59.79
V019,2024-09-07 01:45:58,18.693406,73.207938,79.11,60.41
V019,2024-09-07 01:46:44,18.694370,73.207801,79.08,60.97
V019,2024-09-07 01:47:38,18.694569,73.208415,79.05,62.00
V019,2024-09-07 01:49:36,18.694868,73.208784,79.03,63.47
V019,2024-09-07 01:51:26,18.695713,73.210242,79.01,64.08
V019,2024-09-07 01:52:11,18.696279,73.211253,78.99,63.51
V019,2024-09-07 01:53:31,18.697191,73.211790,78.97,62.25
V019,2024-09-07 01:55:21,18.697765,73.212216,78.94,60.82
V019,2024-09-07 01:57:09,18.698491,73.213382,78.91,60.60
V019,2024-09-07 01:58:09,18.699231,73.213953,78.88,59.93
V019,2024-09-07 01:59:08,18.699124,73.214582,78.85,60.49
V019,2024-09-07 01:59:38,18.699396,73.215525,78.81,60.73
V019,2024-09-07 02:00:36,18.700257,73.216032,78.78,61.81
V019,2024-09-07 02:02:10,18.700530,73.217341,78.75,62.10
V019,2024-09-07 02:03:50,18.700906,73.217695,78.72,63.17
V019,2024-09-07 02:04:35,18.701057,73.219098,78.70,63.72
V019,2024-09-07 02:05:09,18.702278,73.219729,78.66,63.63
V019,2024-09-07 02:07:01,18.702898,73.220015,78.65,62.64
V019,2024-09-07 02:08:42,18.704003,73.221069,78.61,62.73
V019,2024-09-07 02:10:15,18.704369,73.221687,78.60,61.90
V019,2024-09-07 02:11:18,18.705199,73.222711,78.57,62.30
V019,2024-09-07 02:12:44,18.705174,73.223234,78.54,61.49
V019,2024-09-07 02:13:41,18.705409,73.224127,78.52,62.34
V019,2024-09-07 02:15:16,18.706454,73.225145,78.50,61.84
V019,2024-09-07 02:16:05,18.706490,73.225149,78.47,61.47
V019,2024-09-07 02:18:00,18.707911,73.225855,78.44,61.02
V019,2024-09-07 02:19:15,18.708106,73.226927,78.41,61.31
V019,2024-09-07 02:20:28,18.708663,73.227573,78.38,61.84
V019,2024-09-07 02:22:19,18.709185,73.228154,78.34,61.68
