V002,2024-09-07 00:07:42,18.941041,73.094428,81.81,32.11
V002,2024-09-07 00:08:18,18.941742,73.095067,81.80,32.61
V002,2024-09-07 00:09:44,18.941640,73.095925,81.78,32.84
V002,2024-09-07 00:10:28,18.941866,73.096716,81.75,32.77
V002,2024-09-07 00:11:03,18.942312,73.097418,81.72,32.94
V002,2024-09-07 00:12:00,18.943137,73.098084,81.70,32.36
V002,2024-09-07 00:13:33,18.943619,73.099458,81.68,31.47
V002,2024-09-07 00:15:07,18.943389,73.100603,81.66,31.20
V002,2024-09-07 00:15:42,18.943794,73.101602,81.63,30.82
V002,2024-09-07 00:17:06,18.943855,73.102299,81.61,30.55
V002,2024-09-07 00:17:38,18.944563,73.103204,81.59,29.49
V002,2024-09-07 00:19:36,18.944363,73.104528,81.56,28.84
V002,2024-09-07 00:21:21,18.944452,73.105670,81.52,27.90
V002,2024-09-07 00:22:19,18.944449,73.106248,81.47,28.09
V002,2024-09-07 00:23:54,18.944809,73.106821,81.44,27.31
V002,2024-09-07 00:25:46,18.945774,73.107313,81.40,28.08
V002,2024-09-07 00:27:33,18.945899,73.108755,81.38,27.55
V002,2024-09-07 00:29:23,18.946773,73.109257,81.36,28.61
V002,2024-09-07 00:31:05,18.947077,73.110501,81.34,28.65
V002,2024-09-07 00:32:15,18.947885,73.111414,81.31,30.00
V002,2024-09-07 00:33:20,18.947397,73.112090,81.28,30.02
V002,2024-09-07 00:33:54,18.947654,73.113283,81.26,30.22
V002,2024-09-07 00:34:35,18.948133,73.113646,81.25,30.71
V002,2024-09-07 00:35:10,18.948507,73.115081,81.23,31.15
V002,2024-09-07 00:36:40,18.949204,73.115852,81.20,31.21
V002,2024-09-07 00:37:53,18.949658,73.117023,81.17,31.71
V002,2024-09-07 00:39:53,18.949327,73.118371,81.13,30.92
V002,2024-09-07 00:41:10,18.949636,73.119017,81.10,30.09
V002,2024-09-07 00:41:46,18.949641,73.120388,81.07,29.64
V002,2024-09-07 00:43:42,18.950370,73.121152,81.04,28.67
V002,2024-09-07 00:45:29,18.950395,73.121848,81.01,29.37
V002,2024-09-07 00:46:43,18.950725,73.122993,80.98,28.71
V002,2024-09-07 00:48:43,18.951208,73.123396,80.94,28.08
V002,2024-09-07 00:49:29,18.951381,73.124909,80.91,27.93
V002,2024-09-07 00:51:06,18.952205,73.125597,80.88,28.22
V002,2024-09-07 00:52:15,18.952449,73.126125,80.85,27.74
V002,2024-09-07 00:53:13,18.952490,73.126713,80.80,27.41
V002,2024-09-07 00:54:47,18.952441,73.128211,80.77,27.49
V002,2024-09-07 00:56:00,18.953180,73.129359,80.73,26.84
V002,2024-09-07 00:56:53,18.953590,73.130684,80.70,25.98
V002,2024-09-07 00:58:19,18.954291,73.131501,80.65,24.50
V002,2024-09-07 01:00:07,18.954169,73.131667,80.62,24.76
V002,2024-09-07 01:01:16,18.954743,73.132416,80.58,24.96
V002,2024-09-07 01:03:12,18.955084,73.133747,80.54,24.85
V002,2024-09-07 01:04:30,18.955812,73.135113,80.51,24.14
V002,2024-09-07 01:06:17,18.955680,73.135924,80.48,23.02
V002,2024-09-07 01:07:57,18.955646,73.136252,80.45,23.25
V002,2024-09-07 01:08:37,18.956057,73.137567,80.43,22.58
V002,2024-09-07 01:10:02,18.956081,73.138535,80.38,21.87
V002,2024-09-07 01:10:35,18.957047,73.139100,80.34,21.91
V002,2024-09-07 01:11:15,18.956950,73.139926,80.31,21.71
V002,2024-09-07 01:13:08,18.956960,73.140636,80.27,22.66
V002,2024-09-07 01:14:38,18.956954,73.141661,80.25,23.72
V002,2024-09-07 01:15:08,18.957138,73.142906,80.21,24.38
V002,2024-09-07 01:16:55,18.957390,73.144200,80.19,24.04
V002,2024-09-07 01:17:31,18.957735,73.145031,80.17,23.24
V002,2024-09-07 01:19:04,18.958566,73.145581,80.13,21.81
V002,2024-09-07 01:19:52,18.958570,73.146530,80.10,20.66
V002,2024-09-07 01:20:45,18.958825,73.147183,80.08,20.11
V002,2024-09-07 01:22:22,18.958907,73.148506,80.04,19.06
V002,2024-09-07 01:23:52,18.959959,73.149343,80.01,17.74
V002,2024-09-07 01:25:07,18.960269,73.149893,79.98,17.32
V002,2024-09-07 01:26:51,18.960694,73.151251,79.95,17.35
